-44.7866150282, 12.3692283947, 0.0000000000
-44.7866150282, 12.3692283947, 0.0000000000
-44.7875098871, 12.0376688805, 0.0000000000
-44.7875098871, 12.0376688805, 0.0000000000
-44.7879073609, 11.8718728230, 0.0000000000
-44.7879073609, 11.8718728230, 0.0000000000
-44.7882876096, 11.7060699989, 0.0000000000
-44.7882876096, 11.7060699989, 0.0000000000
-44.7898863823, 11.0428493884, 0.0000000000
-44.7898863823, 11.0428493884, 0.0000000000
-44.7912445480, 10.3795431124, 0.0000000000
-44.7912445480, 10.3795431124, 0.0000000000
-44.7924079841, 9.7161718417, 0.0000000000
-44.7924079841, 9.7161718417, 0.0000000000
-44.4627357793, 9.0531224707, 0.0000000000
-44.4627357793, 9.0531224707, 0.0000000000
-44.4634041639, 8.3896451890, 0.0000000000
-44.4634041639, 8.3896451890, 0.0000000000
-44.2982958028, 7.8921270360, 0.0000000000
-44.2982958028, 7.8921270360, 0.0000000000
-44.1331614328, 7.2287001875, 0.0000000000
-44.1331614328, 7.2287001875, 0.0000000000
-43.9677426370, 6.7311190726, 0.0000000000
-43.9677426370, 6.7311190726, 0.0000000000
-43.6365713990, 6.0676793485, 0.0000000000
-43.6365713990, 6.0676793485, 0.0000000000
-43.3050874075, 5.5700775424, 0.0000000000
-43.3050874075, 5.5700775424, 0.0000000000
-42.9734913883, 4.7407478161, 0.0000000000
-42.9734913883, 4.7407478161, 0.0000000000
-42.6416796071, 4.0772830147, 0.0000000000
-42.6416796071, 4.0772830147, 0.0000000000
-42.1437802473, 3.5796328579, 0.0000000000
-42.1437802473, 3.5796328579, 0.0000000000
-41.8116954884, 3.0820480951, 0.0000000000
-41.8116954884, 3.0820480951, 0.0000000000
-41.4795679984, 2.7502973870, 0.0000000000
-41.4795679984, 2.7502973870, 0.0000000000
-41.3134748839, 2.5844259978, 0.0000000000
-41.3134748839, 2.5844259978, 0.0000000000
-40.9812543117, 2.2526962207, 0.0000000000
-40.9812543117, 2.2526962207, 0.0000000000
-40.6489278920, 1.7552040029, 0.0000000000
-40.6489278920, 1.7552040029, 0.0000000000
-40.1504925128, 1.4234452858, 0.0000000000
-40.1504925128, 1.4234452858, 0.0000000000
-39.6519091151, 0.9259713128, 0.0000000000
-39.6519091151, 0.9259713128, 0.0000000000
-38.9871285229, 0.5942059500, 0.0000000000
-38.9871285229, 0.5942059500, 0.0000000000
-38.6546234201, 0.2626360723, 0.0000000000
-38.6546234201, 0.2626360723, 0.0000000000
-37.9896094979, -0.2347222294, 0.0000000000
-37.9896094979, -0.2347222294, 0.0000000000
-37.1583084154, -0.5664037564, 0.0000000000
-37.1583084154, -0.5664037564, 0.0000000000
-36.8256755233, -0.8978038309, 0.0000000000
-36.8256755233, -0.8978038309, 0.0000000000
-35.9942521061, -1.0637602332, 0.0000000000
-35.9942521061, -1.0637602332, 0.0000000000
-34.9963414150, -1.3952781447, 0.0000000000
-34.9963414150, -1.3952781447, 0.0000000000
-33.9983385487, -1.5611752925, 0.0000000000
-33.9983385487, -1.5611752925, 0.0000000000
-33.0002550539, -1.5615727466, 0.0000000000
-33.0002550539, -1.5615727466, 0.0000000000
-31.8356039999, -1.7274006546, 0.0000000000
-31.8356039999, -1.7274006546, 0.0000000000
-31.1700681087, -1.7276527160, 0.0000000000
-31.1700681087, -1.7276527160, 0.0000000000
-30.3380716073, -1.7279705619, 0.0000000000
-30.3380716073, -1.7279705619, 0.0000000000
-30.0052620534, -1.7280979619, 0.0000000000
-30.0052620534, -1.7280979619, 0.0000000000
-29.5060829659, -1.5631052148, 0.0000000000
-29.5060829659, -1.5631052148, 0.0000000000
-28.6740845769, -1.2332360877, 0.0000000000
-28.6740845769, -1.2332360877, 0.0000000000
-28.0085159284, -0.9034810547, 0.0000000000
-28.0085159284, -0.9034810547, 0.0000000000
-27.5095236604, -0.4087720074, 0.0000000000
-27.5095236604, -0.4087720074, 0.0000000000
-26.8438726513, -0.2443843703, 0.0000000000
-26.8438726513, -0.2443843703, 0.0000000000
-26.3449892650, 0.2498437595, 0.0000000000
-26.3449892650, 0.2498437595, 0.0000000000
-25.8460193399, 0.5789654251, 0.0000000000
-25.8460193399, 0.5789654251, 0.0000000000
-25.3473354518, 1.0726963377, 0.0000000000
-25.3473354518, 1.0726963377, 0.0000000000
-24.6820800307, 1.4010757342, 0.0000000000
-24.6820800307, 1.4010757342, 0.0000000000
-24.1843048558, 2.2235674074, 0.0000000000
-24.1843048558, 2.2235674074, 0.0000000000
-23.6861954678, 2.7163518424, 0.0000000000
-23.6861954678, 2.7163518424, 0.0000000000
-23.3551347428, 3.3740089319, 0.0000000000
-23.3551347428, 3.3740089319, 0.0000000000
-22.6906637656, 3.7011045706, 0.0000000000
-22.6906637656, 3.7011045706, 0.0000000000
-22.0275537001, 4.3568503809, 0.0000000000
-22.0275537001, 4.3568503809, 0.0000000000
-21.8631651785, 4.8498321915, 0.0000000000
-21.8631651785, 4.8498321915, 0.0000000000
-21.5326970756, 5.3420647680, 0.0000000000
-21.5326970756, 5.3420647680, 0.0000000000
-21.2032100994, 5.9987884035, 0.0000000000
-21.2032100994, 5.9987884035, 0.0000000000
-20.8732886986, 6.4908922135, 0.0000000000
-20.8732886986, 6.4908922135, 0.0000000000
-20.8758045209, 6.9848150962, 0.0000000000
-20.8758045209, 6.9848150962, 0.0000000000
-20.7131634182, 7.6427059798, 0.0000000000
-20.7131634182, 7.6427059798, 0.0000000000
-20.5498279498, 8.1360330526, 0.0000000000
